0.1	-9.59406941819878
0.2	7.72463977705407
0.3	8.26926877529494
0.4	8.83688559179574
0.5	-2.61260423519539
0.6	-5.06895407938806
0.7	-8.55756561530345
0.8	-8.42024803485122
0.9	-8.06055480141441
1	1.72580498877919
1.1	7.83872226799986
1.2	8.24897600106303
1.3	8.77500278162473
1.4	8.72766411902276
1.5	9.16309937781577
1.6	4.60918361080064
1.7	-7.50453179464858
1.8	-9.40513776679452
1.9	-9.91787613181185
2	-9.96265019802888
2.1	-9.83064999653175
2.2	-7.51246851145695
2.3	0.834954263255538
2.4	-0.96077027309436
2.5	7.40811069924304
2.6	8.30472711904279
2.7	8.89569069333728
2.8	8.91675354515302
2.9	8.90686550099382
3	8.91167686399292
3.1	6.82898979387518
3.2	-9.07642610475327
3.3	-8.38878493649291
3.4	-9.37638608352815
3.5	-9.58672743820151
3.6	-8.65733603019243
3.7	-6.0438600881061
3.8	-2.53412646478883
3.9	-2.88629242929286
4	-2.67687839683627
4.1	7.93659369268427
4.2	8.60422204934173
4.3	8.95002224454445
4.4	9.54193515575223
4.5	4.20517464374779
4.6	5.56090904279059
4.7	-4.31986651230076
4.8	-9.02048212992245
4.9	-8.56615747894339
5	-2.6638885239249
5.1	-0.173047618566176
5.2	0.039732297633232
5.3	0.398636011216402
5.4	-2.51735358252482
5.5	-4.30559815653187
5.6	-8.88993490156663
5.7	-7.31583021263932
5.8	-7.22618154600109
5.9	-2.5020802042855
6	7.71850191470937
6.1	8.54334297209766
6.2	8.5898252390356
6.3	8.79082880202346
6.4	9.21020663777351
6.5	8.81119997349065
6.6	4.26364681354474
6.7	4.80219939967742
6.8	-8.62537272727901
6.9	-9.04833338724087
7	-9.95770113865134
7.1	-9.88797842855758
7.2	-9.81871583166899
7.3	-7.78007668251846
7.4	0.664874952017723
7.5	8.31256513171382
7.6	7.7903711379269
7.7	8.51749879964689
7.8	8.74791733661237
7.9	8.98073932041876
8	3.41628965140154
8.1	-0.422850232075175
8.2	-4.06348911925922
8.3	-9.55904772200586
8.4	-9.70853572671047
8.5	-9.6772241717268
8.6	-9.13113355043376
8.7	-1.02434470306894
8.8	1.53423418230186
8.9	7.59890620475207
9	8.59931959003889
9.1	9.22442384965269
9.2	5.89734420104807
9.3	6.65782021575145
9.4	-1.36137656292698
9.5	-3.78774057480092
9.6	-9.6868559959525
9.7	-9.63250483946968
9.8	-9.14895256928849
9.9	0.948729517612925
10	1.49146253042427
