0.1	-0.513247744040028
0.2	-0.508539425847382
0.3	-0.492425455766165
0.4	-0.510576037114632
0.5	-0.483385492187688
0.6	-0.357574538952174
0.7	-0.279196541147602
0.8	-0.300585397853333
0.9	-0.419908346879391
1	-0.517568633621429
1.1	-0.382425481530086
1.2	-0.22223977621419
1.3	-0.158652520466544
1.4	-0.178884202771825
1.5	-0.289440230764289
1.6	-0.470671580515383
1.7	-0.500918316214804
1.8	-0.336947920505808
1.9	-0.268357030623786
2	-0.290838224768277
2.1	-0.374578596301811
2.2	-0.543941539796345
2.3	-0.62872800861035
2.4	-0.469476127464433
2.5	-0.245045632025964
2.6	-0.0969588020664768
2.7	-0.0429364137525449
2.8	-0.0324555711642263
2.9	-0.0414902471499863
3	-0.0879976636009493
3.1	-0.220338273255128
3.2	-0.449521593779927
3.3	-0.626822346706451
3.4	-0.628044466360722
3.5	-0.56930508972514
3.6	-0.586837660540704
3.7	-0.659460715002313
3.8	-0.635811920091076
3.9	-0.479714800231011
4	-0.293922585214173
4.1	-0.163960458168501
4.2	-0.137726366602379
4.3	-0.222686572976922
4.4	-0.422362836995868
4.5	-0.560720293776819
4.6	-0.428285947528345
4.7	-0.191333465106139
4.8	-0.0409981041487055
4.9	-0.0126548517900403
5	-0.0546972042415514
5.1	-0.151013968621062
5.2	-0.284728578219104
5.3	-0.440919778232852
5.4	-0.56072163966153
5.5	-0.494230447114535
5.6	-0.309152347767943
5.7	-0.208526183404413
5.8	-0.22104808163021
5.9	-0.345792102994056
6	-0.525581252404771
6.1	-0.594385342032225
6.2	-0.555649723292408
6.3	-0.567728170560797
6.4	-0.646317732502324
6.5	-0.66650796133104
6.6	-0.52488223300726
6.7	-0.294432751188265
6.8	-0.109562020285892
6.9	-0.0376499258566126
7	-0.0377948026074807
7.1	-0.0611769153252869
7.2	-0.106456466976704
7.3	-0.227022426784662
7.4	-0.439777381484902
7.5	-0.496486182363334
7.6	-0.342914954547959
7.7	-0.248841369562723
7.8	-0.258759384783018
7.9	-0.369004064522295
8	-0.519415373258244
8.1	-0.443020318941482
8.2	-0.213712294980083
8.3	-0.0726214461282199
8.4	-0.0411627148295186
8.5	-0.0416184035285209
8.6	-0.0358342745783085
8.7	-0.0258712837992822
8.8	-0.0203657650034054
8.9	-0.0197390708517114
9	-0.0474916025067621
9.1	-0.144693259938546
9.2	-0.352630725414284
9.3	-0.521397563756437
9.4	-0.396736101128529
9.5	-0.150018984116725
9.6	-0.0428617202340545
9.7	-0.0675004808601603
9.8	-0.156077119316286
9.9	-0.304408129849458
10	-0.45191413770459
